timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1539170105251,24367,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-21,,true,,908765,465694,100,100,null,0,51274,0
1539170105251,5579,Login,200,OK,Thread Group 1-21,text,true,,62157,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,720,0,142
1539170111934,4097,NavigateToHomePage,200,OK,Thread Group 1-21,text,true,,799516,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,114,0,56
1539170124741,13268,NavigateToUploadPage,200,OK,Thread Group 1-21,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,4863,0,2518
1539170171347,372,SingleMeasureFileUpload,200,OK,Thread Group 1-21,text,true,,15875,108002,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,108,0,67
1539170172875,583,UploadCount,200,OK,Thread Group 1-21,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,31,0,0
1539170180422,468,DowloadErrorFile,200,OK,Thread Group 1-21,text,true,,541,4679,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,468,0,153
1539170105304,24771,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-83,,true,,469442,465710,99,99,null,0,51287,0
1539170105305,5617,Login,200,OK,Thread Group 1-83,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2855,0,467
1539170112026,6332,NavigateToHomePage,200,OK,Thread Group 1-83,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,153,0,36
1539170127068,11315,NavigateToUploadPage,200,OK,Thread Group 1-83,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,3645,0,1891
1539170171722,426,SingleMeasureFileUpload,200,OK,Thread Group 1-83,text,true,,15875,108018,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,68,0,31
1539170173304,656,UploadCount,200,OK,Thread Group 1-83,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,41,0,0
1539170180935,425,DowloadErrorFile,200,OK,Thread Group 1-83,text,true,,541,4679,99,99,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,425,0,143
1539170105268,25574,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-37,,true,,469442,465696,98,98,null,0,51332,0
1539170105269,5681,Login,200,OK,Thread Group 1-37,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,1169,0,236
1539170112054,4844,NavigateToHomePage,200,OK,Thread Group 1-37,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,128,0,80
1539170125608,13002,NavigateToUploadPage,200,OK,Thread Group 1-37,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,4313,0,2072
1539170171955,749,SingleMeasureFileUpload,200,OK,Thread Group 1-37,text,true,,15875,108004,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,199,0,59
1539170173870,687,UploadCount,200,OK,Thread Group 1-37,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,99,0,0
1539170181560,611,DowloadErrorFile,200,OK,Thread Group 1-37,text,true,,541,4679,98,98,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,611,0,204
1539170105304,25681,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-84,,true,,469442,465714,97,97,null,0,51283,0
1539170105305,5654,Login,200,OK,Thread Group 1-84,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2814,0,461
1539170112061,5771,NavigateToHomePage,200,OK,Thread Group 1-84,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,199,0,93
1539170126541,12143,NavigateToUploadPage,200,OK,Thread Group 1-84,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,3725,0,1893
1539170172033,682,SingleMeasureFileUpload,200,OK,Thread Group 1-84,text,true,,15875,108022,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,197,0,34
1539170173871,814,UploadCount,200,OK,Thread Group 1-84,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,98,0,0
1539170181649,617,DowloadErrorFile,200,OK,Thread Group 1-84,text,true,,541,4679,97,97,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,617,0,465
1539170105300,25892,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-77,,true,,469442,465710,96,96,null,0,51364,0
1539170105300,5596,Login,200,OK,Thread Group 1-77,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2665,0,431
1539170111999,4027,NavigateToHomePage,200,OK,Thread Group 1-77,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,168,0,47
1539170124736,13821,NavigateToUploadPage,200,OK,Thread Group 1-77,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,4856,0,2512
1539170171905,729,SingleMeasureFileUpload,200,OK,Thread Group 1-77,text,true,,15875,108018,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,147,0,22
1539170173870,960,UploadCount,200,OK,Thread Group 1-77,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,99,0,0
1539170181795,759,DowloadErrorFile,200,OK,Thread Group 1-77,text,true,,541,4679,96,96,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,759,0,396
1539170105305,27774,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-85,,true,,469442,465712,95,95,null,0,51274,0
1539170105306,5647,Login,200,OK,Thread Group 1-85,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2920,0,479
1539170112056,6421,NavigateToHomePage,200,OK,Thread Group 1-85,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,126,0,88
1539170127186,13124,NavigateToUploadPage,200,OK,Thread Group 1-85,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,3559,0,1785
1539170173649,331,SingleMeasureFileUpload,200,OK,Thread Group 1-85,text,true,,15875,108020,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,116,0,78
1539170175135,1198,UploadCount,200,OK,Thread Group 1-85,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,37,0,0
1539170183298,1053,DowloadErrorFile,200,OK,Thread Group 1-85,text,true,,541,4679,95,95,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,1053,0,581
1539170105322,31226,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-96,,true,,469442,465712,94,94,null,0,51275,0
1539170105323,5623,Login,200,OK,Thread Group 1-96,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,3238,0,569
1539170112049,4719,NavigateToHomePage,200,OK,Thread Group 1-96,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,129,0,35
1539170125477,16988,NavigateToUploadPage,200,OK,Thread Group 1-96,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,4389,0,2179
1539170175803,609,SingleMeasureFileUpload,200,OK,Thread Group 1-96,text,true,,15875,108020,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,134,0,30
1539170177568,1638,UploadCount,200,OK,Thread Group 1-96,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,142,0,0
1539170186172,1649,DowloadErrorFile,200,OK,Thread Group 1-96,text,true,,541,4679,94,94,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,1649,0,1004
1539170105253,31347,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-24,,true,,469442,465708,93,93,null,0,51276,0
1539170105254,5688,Login,200,OK,Thread Group 1-24,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,1009,0,154
1539170112044,4031,NavigateToHomePage,200,OK,Thread Group 1-24,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,125,0,30
1539170124784,17664,NavigateToUploadPage,200,OK,Thread Group 1-24,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,4877,0,2519
1539170175787,611,SingleMeasureFileUpload,200,OK,Thread Group 1-24,text,true,,15875,108016,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,64,0,25
1539170177555,1762,UploadCount,200,OK,Thread Group 1-24,text,true,,14918,102408,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,124,0,0
1539170186282,1591,DowloadErrorFile,200,OK,Thread Group 1-24,text,true,,541,4679,93,93,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,1591,0,1160
1539170105293,35881,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-68,,true,,469442,465698,92,92,null,0,51456,0
1539170105294,6459,Login,200,OK,Thread Group 1-68,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2114,0,375
1539170112857,16546,NavigateToHomePage,200,OK,Thread Group 1-68,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,813,0,384
1539170138112,6121,NavigateToUploadPage,200,OK,Thread Group 1-68,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,883,0,457
1539170177572,1290,SingleMeasureFileUpload,200,OK,Thread Group 1-68,text,true,,15875,108006,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,254,0,106
1539170180018,3958,UploadCount,200,OK,Thread Group 1-68,text,true,,14918,102408,95,95,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,856,0,171
1539170191121,1507,DowloadErrorFile,200,OK,Thread Group 1-68,text,true,,541,4679,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,1507,0,551
1539170105329,38007,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-98,,true,,469442,465710,91,91,null,0,51309,0
1539170105329,6347,Login,200,OK,Thread Group 1-98,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,3180,0,539
1539170112780,17146,NavigateToHomePage,200,OK,Thread Group 1-98,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,825,0,275
1539170138668,5629,NavigateToUploadPage,200,OK,Thread Group 1-98,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,663,0,135
1539170177636,1680,SingleMeasureFileUpload,200,OK,Thread Group 1-98,text,true,,15875,108018,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,211,0,72
1539170180471,5682,UploadCount,200,OK,Thread Group 1-98,text,true,,14918,102408,94,94,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1699,0,172
1539170193120,1523,DowloadErrorFile,200,OK,Thread Group 1-98,text,true,,541,4679,91,91,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,1523,0,615
1539170105318,38496,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-94,,true,,469442,465706,90,90,null,0,51294,0
1539170105319,6360,Login,200,OK,Thread Group 1-94,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,3119,0,519
1539170112782,16395,NavigateToHomePage,200,OK,Thread Group 1-94,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,841,0,333
1539170137886,6475,NavigateToUploadPage,200,OK,Thread Group 1-94,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,1092,0,536
1539170177702,1631,SingleMeasureFileUpload,200,OK,Thread Group 1-94,text,true,,15875,108014,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,238,0,28
1539170180489,5816,UploadCount,200,OK,Thread Group 1-94,text,true,,14918,102408,94,94,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,570,0,151
1539170193287,1819,DowloadErrorFile,200,OK,Thread Group 1-94,text,true,,541,4679,90,90,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,1819,0,944
1539170105333,40493,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-100,,true,,469442,465700,89,89,null,0,51280,0
1539170105333,6348,Login,200,OK,Thread Group 1-100,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,3301,0,574
1539170112784,16503,NavigateToHomePage,200,OK,Thread Group 1-100,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,849,0,286
1539170137995,6523,NavigateToUploadPage,200,OK,Thread Group 1-100,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,982,0,486
1539170177859,2331,SingleMeasureFileUpload,200,OK,Thread Group 1-100,text,true,,15875,108008,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,839,0,204
1539170181346,6528,UploadCount,200,OK,Thread Group 1-100,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1419,0,259
1539170194844,2260,DowloadErrorFile,200,OK,Thread Group 1-100,text,true,,541,4679,89,89,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,2260,0,1348
1539170105223,40565,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-1,,true,,469442,465704,88,88,null,0,51332,0
1539170105224,6730,Login,200,OK,Thread Group 1-1,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,747,0,16
1539170113107,17047,NavigateToHomePage,200,OK,Thread Group 1-1,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,984,0,238
1539170138862,5688,NavigateToUploadPage,200,OK,Thread Group 1-1,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,714,0,112
1539170177890,2310,SingleMeasureFileUpload,200,OK,Thread Group 1-1,text,true,,15875,108012,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,808,0,204
1539170181356,6518,UploadCount,200,OK,Thread Group 1-1,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1414,0,282
1539170194846,2272,DowloadErrorFile,200,OK,Thread Group 1-1,text,true,,541,4679,88,88,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,2272,0,1362
1539170105298,40569,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-75,,true,,469442,465712,87,87,null,0,51282,0
1539170105299,6388,Login,200,OK,Thread Group 1-75,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2633,0,421
1539170112790,16545,NavigateToHomePage,200,OK,Thread Group 1-75,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,847,0,340
1539170138043,6477,NavigateToUploadPage,200,OK,Thread Group 1-75,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,935,0,512
1539170177860,2331,SingleMeasureFileUpload,200,OK,Thread Group 1-75,text,true,,15875,108020,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,838,0,217
1539170181347,6527,UploadCount,200,OK,Thread Group 1-75,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1419,0,274
1539170194845,2301,DowloadErrorFile,200,OK,Thread Group 1-75,text,true,,541,4679,87,87,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,2301,0,1377
1539170105308,41567,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-89,,true,,469442,465708,86,86,null,0,51474,0
1539170105314,6375,Login,200,OK,Thread Group 1-89,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2958,0,490
1539170112792,16520,NavigateToHomePage,200,OK,Thread Group 1-89,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,845,0,410
1539170138035,6342,NavigateToUploadPage,200,OK,Thread Group 1-89,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,943,0,496
1539170177717,1979,SingleMeasureFileUpload,200,OK,Thread Group 1-89,text,true,,15875,108016,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,474,0,50
1539170180872,7851,UploadCount,200,OK,Thread Group 1-89,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,772,0,30
1539170195847,2500,DowloadErrorFile,200,OK,Thread Group 1-89,text,true,,541,4679,86,86,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,2500,0,1045
1539170105283,42087,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-57,,true,,469442,465712,85,85,null,0,51317,0
1539170105284,6454,Login,200,OK,Thread Group 1-57,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2085,0,375
1539170112855,16544,NavigateToHomePage,200,OK,Thread Group 1-57,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,788,0,377
1539170138107,6968,NavigateToUploadPage,200,OK,Thread Group 1-57,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,893,0,486
1539170178443,2264,SingleMeasureFileUpload,200,OK,Thread Group 1-57,text,true,,15875,108020,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,874,0,121
1539170181863,7378,UploadCount,200,OK,Thread Group 1-57,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1834,0,348
1539170196207,2479,DowloadErrorFile,200,OK,Thread Group 1-57,text,true,,541,4679,85,85,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,2479,0,912
1539170105308,42439,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-88,,true,,469442,465710,84,84,null,0,51275,0
1539170105309,6375,Login,200,OK,Thread Group 1-88,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,3020,0,509
1539170112788,16759,NavigateToHomePage,200,OK,Thread Group 1-88,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,852,0,387
1539170138255,7195,NavigateToUploadPage,200,OK,Thread Group 1-88,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,745,0,366
1539170178789,2095,SingleMeasureFileUpload,200,OK,Thread Group 1-88,text,true,,15875,108018,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,907,0,341
1539170182040,7545,UploadCount,200,OK,Thread Group 1-88,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1317,0,200
1539170196551,2470,DowloadErrorFile,200,OK,Thread Group 1-88,text,true,,541,4679,84,84,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,2470,0,1085
1539170105238,45539,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-9,,true,,469442,465708,83,83,null,0,51298,0
1539170105239,6410,Login,200,OK,Thread Group 1-9,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,732,0,63
1539170112753,16559,NavigateToHomePage,200,OK,Thread Group 1-9,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,882,0,93
1539170138036,7601,NavigateToUploadPage,200,OK,Thread Group 1-9,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,959,0,507
1539170178976,3218,SingleMeasureFileUpload,200,OK,Thread Group 1-9,text,true,,15875,108016,97,97,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,892,0,227
1539170183352,8246,UploadCount,200,OK,Thread Group 1-9,text,true,,14918,102408,92,92,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,1914,0,561
1539170198569,3505,DowloadErrorFile,200,OK,Thread Group 1-9,text,true,,541,4679,83,83,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,3505,0,1277
1539170105253,48452,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-23,,true,,469442,465712,82,82,null,0,51278,0
1539170105254,6404,Login,200,OK,Thread Group 1-23,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,1246,0,162
1539170112763,17903,NavigateToHomePage,200,OK,Thread Group 1-23,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,909,0,124
1539170139374,7870,NavigateToUploadPage,200,OK,Thread Group 1-23,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,1581,0,515
1539170180584,3499,SingleMeasureFileUpload,200,OK,Thread Group 1-23,text,true,,15875,108020,95,95,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,476,0,209
1539170185240,8917,UploadCount,200,OK,Thread Group 1-23,text,true,,14918,102408,91,91,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/UploadComplete?ECO3FileMappingID=15785&ErrorCount=2&SuccessCount=0&CompleteCount=2,2142,0,870
1539170201122,3859,DowloadErrorFile,200,OK,Thread Group 1-23,text,true,,541,4679,82,82,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload/DownloadError?ECO1ID=0&ECO3ID=15785&ECO2ID=0,3859,0,1429
1539170105281,49115,ExternalSiteTest,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-54,,true,,469442,465704,81,81,null,0,51481,0
1539170105282,6737,Login,200,OK,Thread Group 1-54,text,true,,58272,24118,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Error.html?aspxerrorpath=/Logon/,2087,0,382
1539170113123,17841,NavigateToHomePage,200,OK,Thread Group 1-54,text,true,,364078,124294,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/,1009,0,265
1539170139713,7735,NavigateToUploadPage,200,OK,Thread Group 1-54,text,true,,15758,102193,100,100,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,1591,0,304
1539170180788,3976,SingleMeasureFileUpload,200,OK,Thread Group 1-54,text,true,,15875,108012,94,94,http://ext-web-qaa-eco.dev.corp.ofgem.gov.uk/Upload,798,0,87
